,ASIN,name,price,merchantInfo,isPrime,customerReview,customerReviewCount,description,byLineInfo,Kindle Store,Kindle eBooks,Literature & Fiction,features,publisher,publication date,language,file size,texttospeech,screen reader,enhanced typesetting,xray,word wise,sticky notes,print length,best sellers rank,simultaneous device usage,page numbers source isbn,Books,Teen & Young Adult,paperback,isbn13,reading age,item weight,dimensions,Children's Books,Comics & Graphic Novels,hardcover,isbn10,lexile measure,grade level,Genre Fiction,Graphic Novels,Animals,Science Fiction & Fantasy,Fantasy,Science Fiction,Adventure,listening length,author,narrator,whispersync for voice,audiblecom release date,program type,version,United States,Family Life,Computers & Technology,"Mystery, Thriller & Suspense",Thrillers & Suspense,Travel,Specialty Travel,"Fairy Tales, Folk Tales & Myths",History & Criticism,Action & Adventure,Mystery,"Activities, Crafts & Games",Children's eBooks,Growing Up & Facts of Life,"Comics, Manga & Graphic Novels",Historical,History,Manga,Crime,Reference,"Writing, Research & Publishing Guides",Light Novels,Magical Realism,Religions,Australia & Oceania,Sea Stories,Science & Math,Biological Sciences,Romance,Short Stories & Anthologies,Audible Books & Originals,Paranormal & Urban,Contemporary,"TV, Movie, Video Game Adaptations",Humor & Entertainment,Epic,Horror,Dark Fantasy,Paranormal,Urban,Erotica,Mythology & Folk Tales,Myths & Legends,Asian,Cultural Heritage,Arts & Photography,Politics & Social Sciences,Politics & Government,Family Saga,LGBTQ+ Books,Women's Fiction,Police Procedurals,Humor & Satire,Dark Humor,Anthologies,Psychological Thrillers,Biographical,Women Sleuths,Cozy,Crafts & Hobbies,mass market paperback,Suspense,Biographies & Memoirs,True Crime,Crime & Criminal Biographies,Traditional Detectives,Coming of Age,International & World Politics,Russia & Soviet Union,Asia,Education & Teaching,Schools & Teaching,Religion & Spirituality,Spirituality,"Arts, Music & Photography",Engineering & Transportation,Engineering,Americas,Medical Books,Medicine,Parenting & Relationships,Military,Education & Reference,Self-Help,Biographies,Philosophy,Social Sciences,Geography & Cultures,Community & Culture,Business & Money,Management & Leadership,New Age & Spirituality,World,Professionals & Academics,"Crafts, Hobbies & Home",Leaders & Notable People,Pets & Animal Care,"Cookbooks, Food & Wine",Regional & International,Spies & Politics,Political,War,Sociology,World Literature,Latino American,Movies,Psychological,Christian Books & Bibles,Sports & Outdoors,"Science, Nature & How It Works",Office Products,Office & School Supplies,"Tape, Adhesives & Fasteners",Psychology,Architecture,Internal Medicine,Pathology,Forensic Medicine,Home Improvement & Design,Specific Topics,Intelligence & Espionage,Mysticism,leather bound,Alien Invasion,Hard Science Fiction,Metaphysical & Visionary,Technothrillers,Space Opera,Social & Family Issues,Family,Superheroes,Dystopian,Themes,Humorous,#1 in kindle singles,Ghosts,Gothic
1292,B08H18WHX5,girl a: a novel,12.99,,True,4.1,25034.0,an instant new york times bestseller “pitchperfect dean tells this story with such nuance and humanity you’re desperate to step into its pages —the new york times “heartstopping psychological drama… a modernday classic —jeffery deaver new york times bestselling author “a gripping story about family dynamics and the nature of human psychology” —good housekeeping she thought she had escaped her past but there are some things you can’t outrunlex gracie doesnt want to think about her family she doesnt want to think about growing up in her parents house of horrors and she doesnt want to think about her identity as girl a the girl who escaped the eldest sister who freed her older brother and four younger siblings its been easy enough to avoid her parentsher father never made it out of the house of horrors he created and her mother spent the rest of her life behind bars but when her mother dies in prison and leaves lex and her siblings the family home she cant run from her past any longer together with her sister evie lex intends to turn the home into a force for good but first she must come to terms with her siblingsand with the childhood they sharedwhat begins as a propulsive tale of escape and survival becomes a gripping psychological family story about the shifting alliances and betrayals of sibling relationshipsabout the secrets our siblings keep from themselves and each other who have each of these siblings become how do their memories defy or galvanize lexs own as lex pins each sibling down to agree to her familys final act she discovers how potent the spell of their shared family mythology is and who among them remains in its thrall and who has truly broken freefor readers of room and sharp objects an absorbing and psychologically immersive novel about a young girl who escapes captivity–but not the secrets that shadow the rest of her life ,abigail dean,1.0,1.0,1.0,[],penguin books (february 2 2021),february 2 2021,english,4793 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,352 pages,30517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,B09YBQR3D1,everyone in my family has killed someone: a novel,,,True,4.0,6269.0,knives out and clue meet agatha christie and the thursday murder club in this “utterly original” (jane harper) “not to be missed” (karin slaughter) fiendishly clever blend of classic and modern murder mystery“a witty twist on classic whodunits… stevenson not only plays fair he plays the mystery game very very well”—maureen corrigan washington posteveryone in my family has killed someone some of us the high achievers have killed more than once i’m not trying to be dramatic but it is the truth some of us are good others are bad and some just unfortunatei’m ernest cunningham call me ern or ernie i wish i’d killed whoever decided our family reunion should be at a ski resort but it’s a little more complicated than thathave i killed someone yes i havewho was itlet’s get startedeveryone in my family has killed someonemy brothermy stepsistermy wifemy fathermy mothermy sisterinlawmy unclemy stepfathermy auntme read more ,benjamin stevenson,,,1.0,[],harperaudio,,english,,,,,,,,,799.0,,,1.0,,,,,,,,,,,,,,,,,,,,9 hours and 30 minutes,benjamin stevenson,barton welch,ready,january 17 2023,audiobook,unabridged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,B0000YSH3I,prey,,,True,4.3,4482.0,in the nevada desert an experiment has gone horribly wrong a cloud of nanoparticles (microrobots) has escaped from the laboratory this cloud is selfsustaining and selfreproducing it is intelligent and learns from experience for all practical purposes it is alive it has been programmed as a predator it is evolving swiftly becoming more deadly with each passing hour every attempt to destroy it has failed and we are the prey as fresh as todays headlines michael crichtons most compelling novel yet tells the story of a mechanical plague and the desperate efforts of a handful of scientists to stop it drawing on uptotheminute scientific fact prey takes us into the emerging realms of nanotechnology and artificial distributed intelligence in a story of breathtaking suspense prey is a novel you cant pause because time is running out read more ,michael crichton,,,1.0,[],harperaudio,,english,,,,,,,,,9219.0,,,1.0,,,,,,,,,,,,,,,,,,,,12 hours and 50 minutes,michael crichton,george wilson,ready,november 07 2003,audiobook,unabridged,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,B087132HDL,the asset (a lance spector thriller book 1),,,True,4.4,13539.0, ,saul herzog,,,,[],authorcontact (april 10 2020),april 10 2020,english,1540 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,528 pages,2872.0,unlimited,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,B0BGN1PCSV,the price you pay (a peter ash novel book 8),14.99,,True,4.6,293.0,peter ash must follow his closest friend lewis into the criminal underworld when secrets from the past threaten everything they hold dear in this propulsive new thriller from the bestselling and awardwinning series lewis has helped peter ash out of more trouble than peter cares to remember so he doesn’t hesitate when lewis asks a favor in return lewis has left his criminal past behind but a former associate may be in trouble and he and peter must drive into the teeth of a blizzard to find him when they discover blood in the snow and a smoldering cabin both men know things are bad then they learn that someone has stolen notebooks full of incriminating secrets about lewiss longago crimes and realize the situation is much worse than theyd thought to save lewis’s wife dinah and her two boys lewis and peter must find the notebooks with peters longtime girlfriend june cassidy they begin the search—facing ruthless and violent foes at each turn including one powerful person who will stop at nothing for revenge will peter and lewis be able to keep that dark past buried or will they need to step into the darkness to save the people they love most read more ,nick petrie,1.0,1.0,1.0,[],gp putnams sons (february 6 2024),february 6 2024,english,3825 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,432 pages,2721.0,,0593540557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,B0CFHDKSH6,air patrol an explosive action packed military aviation thriller adventure novel (military aviation thrillers),,,True,4.0,128.0, ,richard townshend bickers,1.0,1.0,1.0,[],lume books historical fiction military thrillers (august 11 2023),august 11 2023,english,2825 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,189 pages,81362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,B09J6D7MQK,a detective nessa ainsley thriller collection: complete series (novellas 1-4) (a detective nessa ainsley novella),,,True,4.3,1019.0, ,melinda woodhall,1.0,1.0,1.0,[],creative magnolia (october 10 2021),october 10 2021,english,1994 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,391 pages,52491.0,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,1525809784,the wives: a novel,10.06,zbk wholesale,True,4.0,30407.0, good half gone never never the wives the wrong family an honest lie,tarryn fisher,,,1.0,[],graydon house original edition (december 30 2019),,english,,,,,,,,,5325.0,,,1.0,,336 pages,9781525809781,,231 pounds,596 x 083 x 892 inches,,,,1525809784,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1335498346,stranger on the island & secret delivery (harlequin bestselling author collection),6.99,glenthebookseller,True,4.4,65.0, ,lisa jackson,,,,[],harlequin bestselling author collection reissue edition (september 27 2022),,english,,,,,,,,,80759.0,,,1.0,,,9781335498342,,82 ounces,42 x 129 x 658 inches,,,,1335498346,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496 pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,B0C15CTPRT,best friends: an absolutely gripping psychological thriller with a heart-stopping twist,,,True,4.1,724.0,she knows everything about you… and she’s about to share your deepest darkest secretalice has everything i mean everything a stunning suburban house instagramperfect in its soft grey walls and textured neutrals and then theres her handsome husband with his flat stomach and that sexy sleeve of tattoos he keeps hidden for his wellpaid job in the city the pta mamas cant stop staring at him and who can blame them and lets not forget her three adorable wellbehaved childrenmeanwhile here in boston im struggling to start a family with my husband ollie our marriage is suffering and i feel so isolated all the time its hard not to compare myself to alice especially when we unexpectedly reconnect after two decades of silence i cant help feeling ive been dealt the inferior hand in lifethe worst thing is i know alice doesnt deserve any of it i was once her very best friend in the world and i know the real alice better than anyone elseand here’s me thinking… i know where the bodies are buried literally maybe it’s time to make her paythis gripping tale of friendship love betrayal and revenge is full of twist after brilliant twist it will keep you reading late into the night perfect for fans of gone girl my lovely wife and the girl beforewhat readers are saying about best friends“oh wow i totally loved this book i read in in just one day captivating from the very beginning and the twists and turns did not let up until the final page fantastic characters this story was the perfect blend of tension surprises and fabulous reveals” reader review ⭐⭐⭐⭐⭐“i requested this on the recommendation of a friend… this book does not disappoint i literally messaged my friend and said wtaf did i just read you will not want to miss this twisted story of friendship and betrayal” reader review ⭐⭐⭐⭐⭐“i loved this book i was gripped from the start and raced through it the ending was outstanding… the perfect psychological thriller” reader review ⭐⭐⭐⭐⭐“an emotional rollercoaster… as the reader is pulled into alice and evie’s friendship the tension ratchets and twists come thick and fast” reader review ⭐⭐⭐⭐⭐“this book was a gripping fantastic read… it had me on the edge of my seat… i honestly can’t wait for the author’s next book” reader review ⭐⭐⭐⭐⭐“heartpounding thriller that left me on the edge of my seat… definitely one of the best books this year” reader review ⭐⭐⭐⭐⭐ read more what readers are saying about best friends,rebecca de winter,,,,[],storm publishing (july 18 2023),july 18 2023,english,1958 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,304 pages,86222.0,,1805080652,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,B081QXKD4Z,jack of diamonds: a mystery thriller novel (detective jack stratton mystery thriller series book 8),,,True,4.6,2836.0,getting married is murder all jack stratton wants to do is get married to the woman he loves—and make it through the wedding it seems like he is finally getting his wish until he responds to a police distress call and discovers his old partner unconscious in an abandoned house investigators insist it was just an accident but jack fears there may be more to it sketches of women cover the walls and among them is one sketch that makes jack’s blood run cold—a sketch of alice pinned up beside an invitation to a very special wedding—his own jack finds himself thrown into one of the deadliest cases he’s ever worked jack comes to a terrifying conclusion—there’s a serial killer on the loose… and alice is his next targetas their wedding day looms closer jack and alice must work together to solve the murders and put an end to the killer will they catch the psychopath in time or will their loved ones attend a funeral instead of a wedding jack of diamonds is a riveting thriller that takes murder mysteries to a whole other level filled with intrigue and suspense this book delivers compelling twists and crafty schemes along with some laughoutloud wedding antics as jack and alice fight a deadly killer their long happy future together seems like it’s just inches from slipping away this time “till death do us part” might just be a bit too accurategrab your copy and start reading this electrifying novel todaypraise for jack of diamondspure entertainment — amazon reviewa fun edge of your seat thriller — audible reviewso good the who done it is a whodunnit — amazon reviewfive shining golden stars you’ve got to read it — dan santos authorbe prepared to put everything else to the side while holding your breath — amazon reviewfrom multiawardwinning wall street journal bestselling author christopher greyson comes this spellbinding tale with jawdropping secrets a colorful ensemble of characters and a protagonist you’ll root for from the first page to the lastchristopher greysons novels have been read by millions of readers look for other standalone novels by wall street journal bestselling author christopher greyson featuring leading man detective jack stratton these books can be read in any orderthe detective jack stratton mysterythriller seriesand then she was gone (prequel)girl jackedjack knifedjacks are wildjack and the giant killerdata jackjack of heartsjack frostjack of diamondscaptain jackalso by christopher greysonthe girl who lived• best mysterythriller ebook of the year — independent publisher book awards• winner best thriller — national indie excellence awards• winner best thriller — silver falchion award• finalist ebook fiction — indie book awards• silver medal suspense — reader’s favorite book awards one little liethe adventures of finn & anniepure of heartkiku – the yakuza war trilogya beautiful place to die kindle the fires of war dance of deathplease visit christophergreysoncom and get a free copy of the exclusive detective jack stratton short story first patrol ,christopher greyson,1.0,1.0,,[],greyson media 1st edition (december 26 2019),december 26 2019,english,4706 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,468 pages,76057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,B00JS9IC4K,"still life: chief inspector gamache, book 1",,,True,4.3,54584.0,winner of the new blood dagger arthur ellis barry anthony and dilys awards chief inspector armand gamache of the surêté du québec and his team of investigators are called in to the scene of a suspicious death in a rural village south of montreal jane neal a local fixture in the tiny hamlet of three pines just north of the us border has been found dead in the woods the locals are certain it’s a tragic hunting accident and nothing more but gamache smells something foul in these remote woods and is soon certain that jane neal died at the hands of someone much more sinister than a careless bowhunter still life introduces not only an engaging series hero in inspector gamache who commands his forces  and this series  with integrity and quiet courage but also a winning and talented new writer of traditional mysteries in the person of louise penny read more ,louise penny,,,,[],macmillan audio,,english,,,,,,,,,2032.0,,,1.0,,,,,,,,,,,,,,,,,,,,9 hours and 34 minutes,louise penny,ralph cosham,ready,may 06 2014,audiobook,unabridged,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,B08B6GHDRF,hour of the witch: a novel,,,True,4.3,9230.0,new york times best seller from the acclaimed author of the flight attendant “historical fiction at its best… the book is a thriller in structure and a real pageturner the ending both unexpected and satisfying” (diana gabaldon bestselling author of the outlander series the washington post)a young puritan woman  faithful resourceful but afraid of the demons that dog her soul  plots her escape from a violent marriage in this riveting and propulsive novel of historical suspenseboston 1662 mary deerfield is 24 years old her skin is porcelain her eyes delft blue and in england she might have had many suitors but here in the new world amid this community of saints mary is the second wife of thomas deerfield a man as cruel as he is powerful when thomas prone to drunken rage drives a threetined fork into the back of marys hand she resolves that she must divorce him to save her life but in a world where every neighbor is watching for signs of the devil a woman like mary  a woman who harbors secret desires and finds it difficult to tolerate the brazen hypocrisy of so many men in the colony  soon becomes herself the object of suspicion and rumor when tainted objects are discovered buried in marys garden when a boy she has treated with herbs and simples dies and when their servant girl runs screaming in fright from her home mary must fight to not only escape her marriage but also the gallows a twisting tightly plotted novel of historical suspense from one of our greatest storytellers hour of the witch is a timely and terrifying story of socially sanctioned brutality and the original american witch hunt read more ,chris bohjalian,,,,[],random house audio,,english,,,,,,,,,26798.0,,,1.0,,,,,,,,,,,,,,,,,,,,14 hours and 8 minutes,chris bohjalian,grace experience saskia maarleveld danny campbell cassandra campbell arthur morey mark deakins julia whelan kaleo griffith kirby heyborne rebecca lowman mark bramhall,ready,may 04 2021,audiobook,unabridged,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,0399575707,winterkill (a joe pickett novel),7.8,rna trade llc,True,4.6,13338.0, ,c j box,,,,[],gp putnams sons reprint edition (july 5 2016),,english,,,,,,,,,6862.0,,,1.0,,432 pages,9780399575709,,78 ounces,418 x 087 x 75 inches,,,,0399575707,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,B0CTMXHY3W,i killed a werewolf for my summer vacation: an 80s nostolgia werewolf horror novel,,,True,5.0,1.0, ,sam whittaker,1.0,1.0,,[],sam whittaker (february 14 2024),february 14 2024,english,3711 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,315 pages,22444.0,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,1524714755,one of us is lying,9.74,thriftbooksdallas,True,4.5,42535.0,#1 new york times bestseller • named one of the ten best books of the year by entertainment weekly • buzzfeed • popcrush“pretty little liars meets the breakfast club” (entertainment weekly) in this addictive mystery about what happens when five strangers walk into detention and only four walk out alive pay close attention and you might solve thison monday afternoon five students at bayview high walk into detention bronwyn the brain is yalebound and never breaks a rule addy the beauty is the pictureperfect homecoming princess nate the criminal is already on probation for dealing cooper the athlete is the allstar baseball pitcher and simon the outcast is the creator of bayview high’s notorious gossip app only simon never makes it out of that classroom before the end of detention simons dead and according to investigators his death wasn’t an accident on monday he died but on tuesday he’d planned to post juicy reveals about all four of his highprofile classmates which makes all four of them suspects in his murder or are they the perfect patsies for a killer who’s still on the looseeveryone has secrets right what really matters is how far you would go to protect themall the secrets of the bayview four will be revealed in the tv series now streaming on nbcs peacock and don’t miss the #1 new york times bestselling sequel one of us is next praise for karen m mcmanus and the one of us is lying series,karen m mcmanus,,,1.0,[],delacorte press reprint edition (february 28 2023),,english,,,,,,,,,2093.0,,,1.0,1.0,416 pages,9781524714758,14+ years from customers,112 ounces,544 x 084 x 825 inches,,,,1524714755,hl730l,9  12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,B09VY8CWV1,214 palmer street : a completely gripping psychological thriller packed with suspense,,,True,4.1,6599.0,no one was ever meant to see her at 214 palmer streetwhen maggie sees the beautiful venetian blinds moving in the caldwells front window she freezes her favorite neighbors cady and josh are away so who is in their housethe pretty young woman who answers the door tells a convincing story shes sarah the housesitter just here for a month an old friend of cadys who needed a place to stay shes pleasant and warm and maggie wanders back to her house thinking she might have made a new friend yet she cant help but wonder why cady never mentioned sarahwhat maggie doesnt know is that on the other side of the door sarah is starting to panic no one was meant to see her at 214 palmer streeta psychological thriller from number one best seller karen mcquestion that will make you question what secrets your own neighbors are hiding for fans of the girl on the train the woman in the window and gone girl read more ,karen mcquestion,,,,[],hachette uk  bookouture,,english,,,,,,,,,17347.0,,,1.0,,,,,,,,,,,,,,,,,,,,8 hours and 24 minutes,karen mcquestion,stacey glemboski,ready,april 06 2022,audiobook,unabridged,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,1538724731,verity,10.98,findanybook,True,4.6,330598.0, too late verity hardcover verity kindle dont miss these other colleen hoover titles colleen hoovers darkest thriller since verity features an exclusive additional chapter read verity anywhere on your kindle,colleen hoover,,,,[],grand central publishing reprint edition (october 26 2021),,english,,,,,,,,,58.0,,,1.0,,336 pages,9781538724736,,106 ounces,545 x 075 x 82 inches,,,,1538724731,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,B09BN4NWCZ,dream town (an archer novel book 3),9.99,,True,4.4,27541.0,private investigator and world war ii veteran aloysius archer heads to los angeles the city where dreams are made and shattered and is ensnared in a lethal case in this latest thriller in #1 new york times bestselling author david baldacci’s nero awardwinning series it’s the eve of 1953 and aloysius archer is in los angeles to ring in the new year with an old friend aspiring actress liberty callahan when their evening is interrupted by an acquaintance of callahan’s eleanor lamb a screenwriter in dire straits after a series of increasingly chilling events—mysterious phone calls the same blue car loitering outside her house and a bloody knife left in her sink—eleanor fears that her life is in danger and she wants to hire archer to look into the matter archer suspects that eleanor knows more than she’s saying but before he can officially take on her case a dead body turns up inside of eleanor’s home    and eleanor herself disappears missing client or not archer is dead set on finding both the murderer and eleanor with the help of callahan and his partner willie dash he launches an investigation that will take him from mobridden las vegas to the glamorous world of hollywood to the darkest corners of los angeles—a city in which beautiful faces are attached to cutthroat schemers where the cops can be more corrupt than the criminals    and where the powerful people responsible for his client’s disappearance will kill without a moment’s hesitation if they catch archer on their trail read more a gambling man one good deed the 620 man memory man long road to mercy more from the thrilling world of #1 new york times bestselling author david baldacci world war ii vet excon private eye running out of luck with dr*gs gambling brothels murders and more… this ones got it all  cnn underscored when a murder takes place right under his nose a wwii veteran and excon is forced to investigate a smalltown murder or risk being sent right back to prison a cryptic murder pulls a former soldier turned financial analyst deep into the corruption and menace that prowl beneath the opulent world of finance this impossible to put down #1 new york times bestseller introduces amos decker a gifted police detective with a perfect memory who must solve a mystery he wishes he could forget his familys murder (washington post) introducing atlee pine an fbi agent with special skills assigned to the remote wilds of the southwestern united states who must confront a new threat    and an old nightmare,david baldacci,1.0,1.0,1.0,[],grand central publishing (april 19 2022),april 19 2022,english,1080 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,433 pages,10290.0,,1538723352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,B077C9DSMG,the dark man: a paranormal thriller novel (the graveyard: classified paranormal thriller series book 1),,,True,4.2,1998.0, ,desmond doane,,,,[],jcl publishing paranormal thriller novels (november 10 2017),november 10 2017,english,1268 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,265 pages,5522.0,unlimited,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,B0BHFBQ76G,none of this is true: a novel,,,True,4.3,28661.0,instant new york times bestseller from the #1 new york times bestselling author known for her “superb pacing twisted characters and captivating prose” (buzzfeed) lisa jewell returns with a scintillating new psychological thriller about a woman who finds herself the subject of her own popular true crime podcastcelebrating her fortyfifth birthday at her local pub popular podcaster alix summer crosses paths with an unassuming woman called josie fair josie it turns out is also celebrating her fortyfifth birthday they are in fact birthday twins a few days later alix and josie bump into each other again this time outside alix’s children’s school josie has been listening to alix’s podcasts and thinks she might be an interesting subject for her series she is she tells alix on the cusp of great changes in her life josie’s life appears to be strange and complicated and although alix finds her unsettling she can’t quite resist the temptation to keep making the podcast slowly she starts to realize that josie has been hiding some very dark secrets and before she knows it josie has inveigled her way into alix’s life—and into her home but as quickly as she arrived josie disappears only then does alix discover that josie has left a terrible and terrifying legacy in her wake and that alix has become the subject of her own true crime podcast with her life and her family’s lives under mortal threat who is josie fair and what has she done read more ,lisa jewell,,,,[],simon & schuster audio,,english,,,,,,,,,20.0,,,1.0,,,,,,,,,,,,,,,,,,,,10 hours and 20 minutes,lisa jewell,lisa jewell kristin atherton ayesha antoine louise brealey alix dunmore elliot fitzpatrick thomas judd dominic thorburn nicola walker jenny walser,ready,august 08 2023,audiobook,unabridged,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
