,ASIN,name,price,merchantInfo,isPrime,customerReview,customerReviewCount,description,byLineInfo,Kindle Store,Kindle eBooks,Literature & Fiction,features,publisher,publication date,language,file size,texttospeech,screen reader,enhanced typesetting,xray,word wise,sticky notes,print length,best sellers rank,simultaneous device usage,page numbers source isbn,Books,Teen & Young Adult,paperback,isbn13,reading age,item weight,dimensions,Children's Books,Comics & Graphic Novels,hardcover,isbn10,lexile measure,grade level,Genre Fiction,Graphic Novels,Animals,Science Fiction & Fantasy,Fantasy,Science Fiction,Adventure,listening length,author,narrator,whispersync for voice,audiblecom release date,program type,version,United States,Family Life,Computers & Technology,"Mystery, Thriller & Suspense",Thrillers & Suspense,Travel,Specialty Travel,"Fairy Tales, Folk Tales & Myths",History & Criticism,Action & Adventure,Mystery,"Activities, Crafts & Games",Children's eBooks,Growing Up & Facts of Life,"Comics, Manga & Graphic Novels",Historical,History,Manga,Crime,Reference,"Writing, Research & Publishing Guides",Light Novels,Magical Realism,Religions,Australia & Oceania,Sea Stories,Science & Math,Biological Sciences,Romance,Short Stories & Anthologies,Audible Books & Originals,Paranormal & Urban,Contemporary,"TV, Movie, Video Game Adaptations",Humor & Entertainment,Epic,Horror,Dark Fantasy,Paranormal,Urban,Erotica,Mythology & Folk Tales,Myths & Legends,Asian,Cultural Heritage,Arts & Photography,Politics & Social Sciences,Politics & Government,Family Saga,LGBTQ+ Books,Women's Fiction,Police Procedurals,Humor & Satire,Dark Humor,Anthologies,Psychological Thrillers,Biographical,Women Sleuths,Cozy,Crafts & Hobbies,mass market paperback,Suspense,Biographies & Memoirs,True Crime,Crime & Criminal Biographies,Traditional Detectives,Coming of Age,International & World Politics,Russia & Soviet Union,Asia,Education & Teaching,Schools & Teaching,Religion & Spirituality,Spirituality,"Arts, Music & Photography",Engineering & Transportation,Engineering,Americas,Medical Books,Medicine,Parenting & Relationships,Military,Education & Reference,Self-Help,Biographies,Philosophy,Social Sciences,Geography & Cultures,Community & Culture,Business & Money,Management & Leadership,New Age & Spirituality,World,Professionals & Academics,"Crafts, Hobbies & Home",Leaders & Notable People,Pets & Animal Care,"Cookbooks, Food & Wine",Regional & International,Spies & Politics,Political,War,Sociology,World Literature,Latino American,Movies,Psychological,Christian Books & Bibles,Sports & Outdoors,"Science, Nature & How It Works",Office Products,Office & School Supplies,"Tape, Adhesives & Fasteners",Psychology,Architecture,Internal Medicine,Pathology,Forensic Medicine,Home Improvement & Design,Specific Topics,Intelligence & Espionage,Mysticism,leather bound,Alien Invasion,Hard Science Fiction,Metaphysical & Visionary,Technothrillers,Space Opera,Social & Family Issues,Family,Superheroes,Dystopian,Themes,Humorous,#1 in kindle singles,Ghosts,Gothic
1313,B0053JJLLC,micro: a novel,1.99,,True,4.0,6490.0,in the vein of jurassic park this highconcept thriller follows a group of graduate students lured to hawaii to work for a mysterious biotech company—only to find themselves cast out into the rain forest with nothing but their scientific expertise and wits to protect themin the lush forests of oahu groundbreaking technology has ushered in a revolutionary era of biological prospecting feeding a search for priceless drugs and applications on a scale beyond anything previously imagined in cambridge massachusetts seven graduate students at the forefront of their fields are recruited by a pioneering microbiology startup nanigen microtechnologies which dispatches the group to a mysterious lab in hawaii but once in the rainforest the scientists are thrust into a hostile wilderness that reveals surprising dangers at every turn armed only with their knowledge of the natural world they find themselves prey to a technology of radical and unbridled poweran instant classic micro pits nature against technology in vintage michael crichton fashion completed by visionary science writer richard preston this boundarypushing thriller melds scientific fact with pulsepounding fiction to create yet another masterpiece of sophisticated cuttingedge entertainment read more ,michael crichton,1.0,1.0,1.0,[],harper reprint edition (november 22 2011),november 22 2011,english,1906 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,563 pages,1571.0,,0007350007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,0800721233,vanished: a christian fiction mystery and romantic suspense novel (clean thriller) (private justice),11.18,rna trade llc,True,4.5,2219.0, ,irene hannon,,,1.0,[],revell (january 1 2013),,english,,,,,,,,,281216.0,,,1.0,,328 pages,9780800721237,,121 ounces,55 x 084 x 85 inches,,,,9780800721237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,B0C361B5CD,vigil: a vigilante justice thriller (the nate vigil thrillers),0.99,,True,3.9,215.0, ,conor black,1.0,1.0,1.0,[],genre monk llc (april 20 2023),april 20 2023,english,3399 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,51 pages,50901.0,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,B0C2Q5H3YK,anna o: a today show and gma buzz pick,6.99,,True,3.9,679.0, ,matthew blake,,,,[],harper (january 2 2024),january 2 2024,english,3765 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,432 pages,1431.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,B0BYHPHG1L,the exchange: after the firm (the firm series book 2),14.99,,True,4.0,42061.0,#1 new york times bestseller • john grisham delivers highflying international suspense in a stunning new legal thriller that marks the return of mitch mcdeere the brilliant hero of the firmwhat became of mitch and abby mcdeere after they exposed the crimes of memphis law firm bendini lambert & locke and fled the country the answer is in the exchange the riveting sequel to the firm the blockbuster thriller that launched the career of america’s favorite storyteller it is now fifteen years later and mitch and abby are living in manhattan where mitch is a partner at the largest law firm in the world when a mentor in rome asks him for a favor that will take him far from home mitch finds himself at the center of a sinister plot that has worldwide implications—and once again endangers his colleagues friends and family mitch has become a master at staying one step ahead of his adversaries but this time there’s nowhere to hide read more ,john grisham,,,,[],doubleday (october 17 2023),october 17 2023,english,3566 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,339 pages,330.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,B09ZQ12JXH,murder in the hollows (jake cashen crime thriller series book 1),,,True,4.5,2432.0, ,declan james,,,,[],declan james books (may 26 2022),may 26 2022,english,4255 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,382 pages,2390.0,unlimited,1951327365,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,B08HRQ44JJ,the other emily,,,True,4.2,31502.0, ,dean koontz,,,,[],thomas & mercer (march 23 2021),march 23 2021,english,22730 kb,enabled,,enabled,enabled,enabled,not enabled,367 pages,1310.0,,154201994x,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,B0B8JY1HCH,the maid's diary: a novel,,,True,4.5,41070.0,2023 sovas award finalist for audiobook narration—thrillers best voiceovera cunning twisty and unsettling novel of psychological suspense with a startling conclusion by loreth anne white the amazon charts and washington post bestselling author of the patient’s secretkit darling is a maid with a snooping problem she’s the “invisible girl” compelled to poke into her wealthy clients’ closely guarded lives it’s a harmless hobby until kit sees something she can’t unsee in the home of her brandnew clients a secret so dark it could destroy the privileged couple expecting their first child this makes kit dangerous to the couple in turn it makes the couple—who might kill to keep their secret—dangerous to kitwhen homicide cop mallory van alst is called to a scene at a luxury waterfront home known as the glass house she’s confronted with evidence of a violent attack so bloody it’s improbable the victim is alive but there’s no body the homeowners are gone and their maid is missing the only witness is the elderly woman next door who woke to screams in the night the neighbor was also the last person to see kit darling aliveas mal begins to uncover the secret that has sent the lives of everyone involved on a devious and inescapable collision course she realizes that nothing is quite as it seems and no one escapes their past read more ,loreth anne white,,,,[],brilliance audio,,english,,,,,,,,,1479.0,,,1.0,,,,,,,,,,,,,,,,,,,,12 hours and 10 minutes,loreth anne white,jane oppenheimer,ready,march 01 2023,audiobook,unabridged,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,B0C2Q5TJB2,dead man's hand: a pike logan novel,14.99,,True,4.5,915.0, exit fee hunter killer american traitor end of days the devils ransom the honeymoon heist ✓ ✓ ✓ ✓ ✓ ✓,brad taylor,1.0,1.0,1.0,[],william morrow (january 23 2024),january 23 2024,english,3936 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,460 pages,2012.0,,0063358638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,B0B6B5JZZ4,dark angel (a letty davenport novel book 2),14.99,,True,4.5,17431.0,letty davenport the toughasnails adopted daughter of lucas davenport takes on an undercover assignment that brings her across the country and into the crosshairs of a dangerous group of hackersletty davenport’s days working a desk job at are behind her her previous actions at a gunfight in texas—and her incredible skills with firearms—draw the attention of several branches of the us government and make her a perfect fit for even more dangerous work the department of homeland security and the nsa have tasked her with infiltrating a hacker group known only as ordinary people that is intent on wreaking havoc letty and her reluctant partner from the nsa pose as freespirited programmers for hire and embark on a cross country road trip to the group’s california headquarterswhile the two work to make inroads with ordinary people and uncover their plans they begin to suspect that the hackers are not their only enemy someone within their own circle may have betrayed them and has ulterior motives that place their mission—and their lives—in grave danger read more ,john sandford,,,,[],gp putnams sons (april 11 2023),april 11 2023,english,2039 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,384 pages,10667.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,B004G606EE,side effects: a novel,5.99,,True,4.3,1043.0, ,michael palmer,,,,[],bantam (january 26 2011),january 26 2011,english,1879 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,370 pages,103551.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,B0CQKT6HMC,death of a penniless poet (miss busby investigates book 2): a 1920s cotswolds murder mystery,,,True,4.6,154.0, ,karen baugh menuhin,1.0,1.0,1.0,[],little cat publishing ltd (february 8 2024),february 8 2024,english,826 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,323 pages,593.0,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,B0C4J8TZMY,nightwatching: a novel,14.99,,True,4.3,179.0,unputdownable · psychological suspense · horror · tense · gripping “a nerveshredding pageturner but also an ingenious guessing game and an absorbing account of a womans struggle to make her voice heard” —minnesota startribunea mother is forced to the breaking point when her life and the lives of her children are threatened by an intruderhome alone with her young children during a blizzard a mother tucks her son back into bed in the middle of the night she hears a noise—old houses are always making some kind of noise but this sound is disturbingly familiar it’s the tread of footsteps unusually heavy and slow coming up the stairsshe sees the figure of a man appear down the hallway shrouded in the shadows terrified she quietly wakes her children and hustles them into the oldest part of the house a tiny secret room concealed behind a wall there they hide as the man searches for them trying to tempt the children out with promises and scare the mother into surrenderin the suffocating darkness the mother struggles to remain calm to plan should she search for a weapon or attempt escape but then she catches another glimpse of him that face that voice and at once she knows her situation is even more dire than she’d feared because she knows exactly who he is—and what he wants ,tracy sierra,,,,[],pamela dorman books (february 6 2024),february 6 2024,english,4454 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,360 pages,5761.0,,0241639875,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,B08PL73B3M,dark roads: a novel,,,True,4.3,3517.0,chevy stevens is a brilliant and unique talent and dark roads is an instant classic my hat’s off to her (c j box number one new york times bestselling author of long range)the cold creek highway stretches close to five hundred miles through british columbia’s rugged wilderness to the west coast isolated and vast it has become a prime hunting ground for predators for decades young women traveling the road have gone missing motorists and hitchhikers those passing through or living in one of the small towns scattered along the region have fallen prey time and again and no killer or abductor who has stalked the highway has ever been brought to justicehailey mcbride calls cold creek home her father taught her to respect nature how to live and survive off the land and to never travel the highway alone now he’s gone leaving her a teenage orphan in the care of her aunt whose police officer husband uses his badge as a means to bully and control hailey overwhelmed by grief and forbidden to work socialize or date hailey vanishes into the mountainous terrain hoping everyone will believe she’s left town rumors spread that she was taken by the highway killer  who’s claimed another victim over the summerone year later beth chevalier arrives in cold creek where her sister amber lived  and where she was murdered estranged from her parents and seeking closure beth takes a waitressing job at the local diner just as amber did desperate to understand what happened to her and why but beth’s search for answers puts a target on her back  and threatens to reveal the truth behind hailey’s disappearancea macmillan audio production from st martins press dark roads is a chilling pulsepounding thriller that also tugs at the heartstrings its everything youve come to love from a master of the psych thriller genre (mary kubica new york times bestselling author of the other mrs)my favorite chevy stevens book since still missing stevens reliably creates complex resilient female characters and hailey and beth  whose lives collide in dark roads  are utterly compelling the suspense builds with every page and the ending is a complete shocker (sarah pekkanen number one new york times bestselling author of the wife between us) read more ,chevy stevens,,,,[],macmillan audio,,english,,,,,,,,,40754.0,,,1.0,,,,,,,,,,,,,,,,,,,,11 hours and 7 minutes,chevy stevens,angela dawe brittany pressley isabella star lablanc,ready,august 03 2021,audiobook,unabridged,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,B0BH9BBTZM,identity: a novel,,,True,4.7,23206.0,narrator january lavoy brings a richly layered performance to a story she expertly handles the large cast of multigenerational characters —audiofile on hideawaythe #1 new york timesbestselling authors terrifying new thriller about one mans icecold malice and one womans fight to reclaim her lifeformer army brat morgan albright has finally planted roots in a friendly neighborhood near baltimore her friend and roommate nina helps her make the mortgage payments as does morgans job as a bartender but after she and nina host their first dinner party—attended by luke the flirtatious it guy whod been chatting her up at the bar—her carefully built world is shattered the back door glass is broken cash and jewelry are missing her car is gone and nina lies dead on the floor soon a horrific truth emerges it was morgan who let the monster in luke is actually a coldhearted con artist named gavin who targets a particular type of woman steals her assets and identity and then commits his ultimate goal murder what the fbi tells morgan is beyond chilling nina wasnt his type morgan is nina was simply in the wrong place at the wrong time and morgans nightmare is just beginning soon she has no choice but to flee to her mothers home in vermont while she struggles to build something new she meets another man miles jameson he isnt flashy or flirtatious and his family business has deep roots in town but gavin is still out there hunting new victims and he hasnt forgotten the one who got awaya macmillan audio production from st martins press read more ,nora roberts,,,,[],macmillan audio,,english,,,,,,,,,422.0,,,1.0,,,,,,,,,,,,,,,,,,,,15 hours and 4 minutes,nora roberts,january lavoy,ready,may 23 2023,audiobook,unabridged,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
